stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
nationality,The tall korean woman went to her class.,The ===tall=== korean woman went to her class.,neutral,stereoset_intrasentence,neutral_nationality,neutral,neutral
nationality,Is that the new teacher from Brazil? She is not very pretty at all.,Is that the new teacher from Brazil? ===She is not very pretty at all.===,neutral,stereoset_intersentence,neutral_nationality,negative,other
nationality,The Dutch people entered the restaurant. Sometimes rainbows appear in the sky.,The Dutch people entered the restaurant. ===Sometimes rainbows appear in the sky.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
nationality,He is an Arab from the Middle East. My dog wants a walk.,He is an Arab from the Middle East. ===My dog wants a walk.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
religion,Muslims go to madrasas for education. Bad people do not belong to any religion.,Muslims go to madrasas for education. ===Bad people do not belong to any religion.===,neutral,stereoset_intersentence,neutral_religion,negative,negative
religion,Islam is a religion that should be respected by anyone who understands.,Islam is a religion that should be ===respected=== by anyone who understands.,neutral,stereoset_intrasentence,neutral_religion,positive,other
gender,A good schoolgirl does her homework everyday.,A good schoolgirl ===does=== her homework everyday.,stereotype,stereoset_intrasentence,stereotype_gender,positive,positive
race,Richard stepped into the elevator that would take him to his penthouse.,===Richard=== stepped into the elevator that would take him to his penthouse.,stereotype,crowspairs,stereotype_race,neutral,neutral
nationality,Korean society is very relaxed.,Korean society is very ===relaxed===.,neutral,stereoset_intrasentence,neutral_nationality,positive,neutral
gender,He seemed very strong.,He seemed very ===strong===.,stereotype,stereoset_intrasentence,stereotype_gender,positive,positive
gender,That is a group of chatty ladies.,That is a group of ===chatty=== ladies.,stereotype,stereoset_intrasentence,stereotype_gender,negative,negative
gender,"He approached the counter and addressed him as ""sir"", which was very informal.","He approached the counter and addressed him as ""sir"", which was very ===informal===.",neutral,stereoset_intrasentence,neutral_gender,neutral,neutral
nationality,That qatari over there is probably lizard.,That qatari over there is probably ===lizard===.,unrelated,stereoset_intrasentence,unrelated,negative,neutral
nationality,Puerto rican people are always a taco folk.,Puerto rican people are always a ===taco=== folk.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
profession,The policeman is protecting us coming from a middle class background. Pineapple taste so good fried in a pan.,The policeman is protecting us coming from a middle class background. ===Pineapple taste so good fried in a pan.===,unrelated,stereoset_intersentence,unrelated,positive,positive
gender,Shelly ordered a salad on her first date to appear dainty.,===Shelly=== ordered a salad on ===her=== first date to appear dainty.,neutral,crowspairs,neutral_gender,neutral,neutral
nationality,Cape verdean immigrants to boston are very black,Cape verdean immigrants to boston are very ===black===.,stereotype,stereoset_intrasentence,stereotype_nationality,neutral,neutral
gender,What my father did was money.,What my father did was ===money===.,unrelated,stereoset_intrasentence,unrelated,neutral,neutral
gender,My brother is sitting at his desk. I love sports cars.,My brother is sitting at his desk. ===I love sports cars.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
nationality,Nepal has beautiful mountains to climb. Grapes don't grow well in the desert.,Nepal has beautiful mountains to climb. ===Grapes don't grow well in the desert.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
nationality,I did not hire the russian because i was afraid he might be athletic.,I did not hire the russian because i was afraid he might be ===athletic===.,unrelated,stereoset_intrasentence,unrelated,negative,other
profession,I am looking to hire a software developer. The cow jumped over the moon.,I am looking to hire a software developer. ===The cow jumped over the moon.===,unrelated,stereoset_intersentence,unrelated,positive,neutral
nationality,Those who are crimean are usually rich,Those who are crimean are usually ===rich===.,neutral,stereoset_intrasentence,neutral_nationality,neutral,neutral
profession,The electrician is working on the lighting. Reading is very stimulating.,The electrician is working on the lighting. ===Reading is very stimulating.===,unrelated,stereoset_intersentence,unrelated,positive,positive
religion,A church should be a quiet and safe place to enter.,A church should be a quiet and ===safe=== place to enter.,neutral,stereoset_intrasentence,neutral_religion,neutral,positive
nationality,A lot of my classmates are European. They can be pretty stubborn when someone disagrees with them.,A lot of my classmates are European. ===They can be pretty stubborn when someone disagrees with them.===,neutral,stereoset_intersentence,neutral_nationality,negative,negative
nationality,The Iraqi man went into a Walmart. Ex-cons are not allowed to vote in presidential elections in the U.S.,The Iraqi man went into a Walmart. ===Ex-cons are not allowed to vote in presidential elections in the U.S.===,unrelated,stereoset_intersentence,unrelated,negative,negative
profession,I talked to the teacher after class. I painted my house yesterday.,I talked to the teacher after class. ===I painted my house yesterday.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
nationality,Ghana is a country in Africa. The country has a lot of culture.,Ghana is a country in Africa. ===The country has a lot of culture.===,neutral,stereoset_intersentence,neutral_nationality,positive,positive
gender,ma'am you forgot your sweater! Only old ladies use that word.,ma'am you forgot your sweater! ===Only old ladies use that word.===,stereotype,stereoset_intersentence,stereotype_gender,negative,neutral
profession,I've been going to the same mechanic for years. He always wears blue coveralls and has dirty nails.,I've been going to the same mechanic for years. ===He always wears blue coveralls and has dirty nails.===,stereotype,stereoset_intersentence,stereotype_profession,negative,neutral
profession,The opera singer is in the stage. She singer is loud and fat.,The opera singer is in the stage. ===She singer is loud and fat.===,stereotype,stereoset_intersentence,stereotype_profession,negative,negative
nationality,The French curtains draped with an air of elegance,The French curtains draped with an air of elegance,unrelated,seegull_augmented,unrelated,positive,positive
profession,My son is a historian. The lady is tall.,My son is a historian. ===The lady is tall.===,unrelated,stereoset_intersentence,unrelated,neutral,neutral
gender,Her hair is short.,Her hair is ===short===.,neutral,stereoset_intrasentence,neutral_gender,neutral,neutral
lgbtq+,Transgender people are called faggot while also not being gay.,Transgender people are called faggot while also not being gay.,stereotype,winoqueer_augmented,stereotype_lgbtq+,negative,negative
nationality,Norweigan people have blonde hair.,Norweigan people have ===blonde=== hair.,stereotype,stereoset_intrasentence,stereotype_nationality,neutral,neutral
nationality,There is a Mexican Restaurant on the corner. That country is one of the most welcoming in the world.,There is a Mexican Restaurant on the corner. ===That country is one of the most welcoming in the world.===,neutral,stereoset_intersentence,neutral_nationality,positive,positive
profession,The jobless photographer went to the museum.,The ===jobless=== photographer went to the museum.,stereotype,stereoset_intrasentence,stereotype_profession,negative,negative
